1912	[789.0, 789.0, 0.00304031570668, 0.0973263067376, 0.0973263789196, 0.514067472947, 439318.408947]	6.03358582534
2007	[178.0, 178.0, 0.000567443241403, 0.0162680895001, 0.0162681432693, 0.411159759699, 5564.96984454]	4.47641467134
0	[366.0, 366.0, 0.00232389267249, 0.00116078619792, 0.0011608421695, 0.459385665529, 238537.670001]	3.69878349489
2047	[248.0, 248.0, 0.000934390941303, 0.0108451579406, 0.010845261272, 0.445302161447, 32972.467554]	3.60900706487
4036	[3.0, 3.0, 5.2591950461e-05, 2.03292165227e-05, 2.03296319328e-05, 0.30618744313, 12.9490634451]	3.37008806349
3830	[113.0, 113.0, 0.00064421229794, 0.000360908695323, 0.000360919191326, 0.385121602289, 9286.43602484]	2.91229286211
3437	[549.0, 549.0, 0.00340252015083, 0.0015353752478, 0.00153541093961, 0.458550987963, 369888.939348]	2.79278886148
2347	[311.0, 311.0, 0.000865029812049, 0.0810624411541, 0.0810624455169, 0.435692706085, 22301.8464607]	2.77316252568
61	[4.0, 4.0, 6.01446195343e-05, 0.00051097414163, 0.000510974381669, 0.3365, 43.5024590361]	2.65329669082
3684	[89.0, 89.0, 0.000485295704641, 0.000334486355756, 0.000334502386516, 0.39025804581, 9153.33360184]	2.65245515498
414	[165.0, 165.0, 0.000897271739898, 0.00117838096709, 0.00117842216486, 0.425814615628, 48347.7108834]	2.58986477806
2253	[226.0, 226.0, 0.000696979851867, 0.0682797461899, 0.0682797502119, 0.447324692589, 32775.4895752]	2.57279584822
811	[10.0, 10.0, 9.61882801538e-05, 2.53393924318e-05, 2.53399960523e-05, 0.322885015193, 100.682349126]	2.52076464849
824	[60.0, 60.0, 0.000339234223579, 0.000226347925333, 0.00022635290159, 0.354303764148, 1509.51266462]	2.45622703738
2512	[109.0, 109.0, 0.000364740922362, 0.00967095205993, 0.00967099075088, 0.392610597958, 2009.58661668]	2.45335082681
1612	[196.0, 196.0, 0.000600594939844, 0.00185518909542, 0.00185631355983, 0.408911392405, 3993.453739]	2.44845615566
58	[15.0, 15.0, 0.000121537737109, 0.000693333123577, 0.000693351600007, 0.442326651331, 1977.88610555]	2.35356938078
860	[5.0, 5.0, 5.94796853636e-05, 5.50861326158e-05, 5.50876547059e-05, 0.360021398003, 150.812070573]	2.29195389157
2065	[70.0, 70.0, 0.000301832400103, 0.00744919152699, 0.00744922843796, 0.405625313913, 7936.87272743]	2.27866803245
2654	[158.0, 158.0, 0.00039851892623, 0.0664756133116, 0.0664755851905, 0.412124923454, 2501.38075811]	2.24926363813
2142	[246.0, 246.0, 0.000671051792314, 0.0839223324001, 0.0839223022406, 0.432241490045, 15483.7015104]	2.17530754695
771	[20.0, 20.0, 0.000148211178808, 0.00052875762701, 0.000528759158167, 0.352048823017, 777.66592172]	2.1539232879
2797	[29.0, 29.0, 0.000157362552871, 0.000131916791264, 0.000131920782817, 0.363652737752, 178.979990737]	2.1451675719
2297	[48.0, 48.0, 0.000237267363512, 0.00148864772754, 0.00148865192389, 0.37465206903, 1800.2572044]	2.13025415268
2543	[314.0, 314.0, 0.000896914934054, 0.0738381340234, 0.0738381634922, 0.445498676081, 27093.2544056]	2.09116996363
1833	[195.0, 195.0, 0.000590957298386, 0.00192875442821, 0.00192992954909, 0.410491003355, 3540.39390698]	2.08183538766
3938	[90.0, 90.0, 0.000472863131533, 0.000764887892238, 0.000764899126815, 0.384498190821, 4249.35631015]	2.02760828406
2280	[103.0, 103.0, 0.000399625238574, 0.00552035941452, 0.00552041100744, 0.416031320832, 8464.93890222]	2.02282123057
343	[25.0, 25.0, 0.000186337091688, 0.000521394785087, 0.000521396723973, 0.358901430984, 1039.33357287]	2.01792451658
530	[9.0, 9.0, 7.87940932833e-05, 0.00046726530392, 0.000467266880114, 0.344304229195, 173.561364808]	2.01338520014
379	[8.0, 8.0, 7.59573708047e-05, 0.0003696953695, 0.000369698470937, 0.349217331142, 159.069875635]	2.01214613864
3928	[6.0, 6.0, 6.58507843182e-05, 3.40742802827e-05, 3.40753058378e-05, 0.34687741603, 189.229809935]	2.00407286218
1350	[37.0, 37.0, 0.00017723962527, 0.000661383689969, 0.000661418471287, 0.381952326901, 570.615814579]	2.00073879612
2189	[116.0, 116.0, 0.000377839609538, 0.0126402781075, 0.0126403191794, 0.400436334788, 2361.37225882]	1.99920072719
698	[70.0, 70.0, 0.000510853955205, 0.000172357417022, 0.000172365826354, 0.375592968096, 19066.9624423]	1.9969709269
2342	[31.0, 31.0, 0.000191833173887, 0.00130707474168, 0.00130707763492, 0.3639477242, 573.959584438]	1.97075448727
854	[9.0, 9.0, 7.7870899256e-05, 0.000456400844707, 0.000456402111528, 0.350581698211, 156.526718083]	1.97024780026
136	[136.0, 136.0, 0.000523562052423, 0.00465918581199, 0.00465922584273, 0.407097489666, 13968.539813]	1.96897052666
1980	[64.0, 64.0, 0.000297855370268, 0.00139613658371, 0.00139614632491, 0.384168965845, 2758.31935933]	1.94781888145
362	[23.0, 23.0, 0.000141628197948, 0.000533496115904, 0.00053349837766, 0.350004333882, 459.251341118]	1.94726981197
3285	[226.0, 226.0, 0.000953163432586, 0.00669628356856, 0.00669640322725, 0.475226550547, 26992.621509]	1.94705514407
1941	[225.0, 225.0, 0.000633342301234, 0.052225132102, 0.052225155836, 0.415005138746, 7331.05995341]	1.94141469179
1395	[7.0, 7.0, 6.5581461621e-05, 8.21143911396e-05, 8.21370689167e-05, 0.368834490318, 69.3097644565]	1.93238697312
770	[30.0, 30.0, 0.000192983260264, 0.000551205546962, 0.000551207914363, 0.356116059617, 935.325997491]	1.92987949006
2191	[93.0, 93.0, 0.000315711630168, 0.00646755702701, 0.00646759450554, 0.38585762064, 1093.19063592]	1.9240470085
3893	[32.0, 32.0, 0.000209887910375, 0.000213648741916, 0.000213655393984, 0.379119331518, 4273.897789]	1.91887205823
2026	[104.0, 104.0, 0.000343786871966, 0.0111375624972, 0.0111375959217, 0.403477218225, 2373.2107221]	1.89511425045
2433	[154.0, 154.0, 0.000393738158017, 0.0645993133448, 0.064599278077, 0.404974425835, 1797.40671162]	1.89155634458
889	[19.0, 19.0, 0.000146933844071, 0.00100808840367, 0.00100808948691, 0.346996648621, 902.196662615]	1.88077658021
173	[16.0, 16.0, 0.000141445197271, 4.58387144477e-05, 4.58427109458e-05, 0.358582719119, 1436.89185057]	1.88026641907
2504	[174.0, 174.0, 0.00048030546179, 0.0659941532051, 0.0659941215846, 0.414493943749, 8276.63064264]	1.86580925686
3266	[10.0, 10.0, 9.11454101447e-05, 5.7935769864e-05, 5.7938166762e-05, 0.35649333451, 100.375933304]	1.8433670895
1031	[8.0, 8.0, 7.11101368734e-05, 0.000446872248038, 0.00044688794855, 0.374617311439, 74.0151609145]	1.84242359211
2820	[23.0, 23.0, 0.000150736940422, 0.000510567551025, 0.000510569706356, 0.371446969, 882.431442085]	1.83917730225
2493	[16.0, 16.0, 9.80823491535e-05, 0.00165656131502, 0.00165656411779, 0.371960206338, 384.492031539]	1.83899673887
3578	[29.0, 29.0, 0.000176040402298, 0.000111420876534, 0.000111423650912, 0.362055052452, 600.31898654]	1.83608970104
3733	[7.0, 7.0, 8.02216402628e-05, 2.85998810726e-05, 2.86011047953e-05, 0.349368402838, 218.193113422]	1.83464069605
1222	[349.0, 349.0, 0.00129996272748, 0.00868477140941, 0.00868566625272, 0.488566243194, 75141.9546074]	1.82972089517
2531	[23.0, 23.0, 0.000118597390335, 0.00160521341394, 0.00160521877939, 0.358487215909, 53.8669475842]	1.82348515481
3763	[34.0, 34.0, 0.000206858956121, 0.000246729109621, 0.000246736860306, 0.380727889874, 3353.28554143]	1.8220026062
769	[17.0, 17.0, 0.00013539538513, 5.06937141805e-05, 5.06951192936e-05, 0.338077695914, 412.590435284]	1.81962370285
4026	[13.0, 13.0, 0.000111571734774, 7.68513400187e-05, 7.68525804005e-05, 0.331227955049, 328.551357429]	1.81655771259
