3807 [4.0, 4.0, 5.62206602478e-05, 2.91219627886e-05, 2.91297194119e-05, 0.350581698211, 60.8088662149] 20.1408362637
3414 [18.0, 18.0, 0.000108046207227, 8.33031838698e-05, 8.33058124846e-05, 0.355395176905, 8.91729406338] 15.1824456485
2206 [213.0, 213.0, 0.00052154753618, 0.0855485189057, 0.0855484745737, 0.413771902859, 1710.85544898] 13.4976650953
3071 [9.0, 9.0, 7.93190552509e-05, 6.50821983905e-05, 6.5084468201e-05, 0.36421033643, 328.972984709] 10.918778053
1521 [8.0, 8.0, 7.09693917979e-05, 6.47041898653e-05, 6.47227923131e-05, 0.366924125398, 93.9399226196] 10.7718314776
2221 [47.0, 47.0, 0.000193754548464, 0.00209965875333, 0.00209968489697, 0.384717987805, 811.482035135] 10.1665760687
3928 [6.0, 6.0, 6.58507843182e-05, 3.40742802827e-05, 3.40753058378e-05, 0.34687741603, 189.229809935] 8.85525255866
1209 [80.0, 80.0, 0.000272012489035, 0.000783496655915, 0.00078394884067, 0.387970791699, 704.26127371] 8.23957476922
3174 [78.0, 78.0, 0.00032221562105, 0.000492346868362, 0.000492361147112, 0.389655505163, 1228.00907061] 8.21885645792
3882 [29.0, 29.0, 0.000213343889901, 0.000130331879003, 0.000130335337364, 0.372922053934, 4628.50623] 6.51006243508
875 [4.0, 4.0, 5.52392971695e-05, 0.000443368449313, 0.000443368460207, 0.333581164808, 36.9426380709] 6.33198833098
1206 [5.0, 5.0, 5.96322387429e-05, 5.65227033227e-05, 5.65377551497e-05, 0.367124284026, 33.0194635459] 6.28894117728
70 [8.0, 8.0, 7.40115270424e-05, 6.91846281475e-05, 6.91861114896e-05, 0.352448284891, 258.812128126] 6.15005201089
838 [25.0, 25.0, 0.000159490939432, 0.000564485715976, 0.000564487800369, 0.348584254144, 419.381492237] 6.00209883563
4036 [3.0, 3.0, 5.2591950461e-05, 2.03292165227e-05, 2.03296319328e-05, 0.30618744313, 12.9490634451] 5.95200451122
1031 [8.0, 8.0, 7.11101368734e-05, 0.000446872248038, 0.00044688794855, 0.374617311439, 74.0151609145] 5.94100313987
3360 [80.0, 80.0, 0.000373709157406, 0.000367962293438, 0.000367974439692, 0.388194577966, 2368.77534156] 5.81597557706
494 [27.0, 27.0, 0.000153566628064, 0.000110806624131, 0.000110813611205, 0.35718708536, 459.350926031] 5.69530226228
2410 [214.0, 214.0, 0.000541928230715, 0.0830584296356, 0.0830583832463, 0.412251148545, 3500.20250475] 5.63412942991
1006 [145.0, 145.0, 0.000457247751519, 0.00150087968371, 0.00150174230066, 0.402793017456, 1482.01481461] 5.58054621585
1994 [71.0, 71.0, 0.000249811187411, 0.00571155628391, 0.00571158987985, 0.386633473765, 947.949018625] 5.49445042237
811 [10.0, 10.0, 9.61882801538e-05, 2.53393924318e-05, 2.53399960523e-05, 0.322885015193, 100.682349126] 5.46897956789
21 [67.0, 67.0, 0.000376904641373, 0.000354022044189, 0.000354028721434, 0.367257844475, 2220.43573624] 5.4010474068
3977 [10.0, 10.0, 8.89662761971e-05, 0.000117949630882, 0.00011795051882, 0.352325277026, 235.255721841] 5.13181923674
1912 [789.0, 789.0, 0.00304031570668, 0.0973263067376, 0.0973263789196, 0.514067472947, 439318.408947] 5.12667129208
3830 [113.0, 113.0, 0.00064421229794, 0.000360908695323, 0.000360919191326, 0.385121602289, 9286.43602484] 5.07864349588
1600 [119.0, 119.0, 0.000378008956788, 0.00123837191476, 0.00123907306006, 0.392572428544, 1021.16022272] 4.99305720535
2007 [178.0, 178.0, 0.000567443241403, 0.0162680895001, 0.0162681432693, 0.411159759699, 5564.96984454] 4.97242767045
3965 [8.0, 8.0, 7.46198600344e-05, 6.52521435002e-05, 6.5262679512e-05, 0.360567907849, 192.088296198] 4.94009521632
1596 [81.0, 81.0, 0.000343405040273, 0.000324488084602, 0.000324527907172, 0.386892785283, 1476.89854269] 4.79729544835
3397 [118.0, 118.0, 0.000517792299501, 0.000570875302524, 0.00057089203135, 0.400595238095, 4008.16983634] 4.77105491339
0 [366.0, 366.0, 0.00232389267249, 0.00116078619792, 0.0011608421695, 0.459385665529, 238537.670001] 4.60075243832
3537 [8.0, 8.0, 8.23256745943e-05, 3.70552129315e-05, 3.7056188308e-05, 0.349549861496, 137.20618069] 4.58226131103
1234 [16.0, 16.0, 0.000114997333679, 9.21330787556e-05, 9.21508946882e-05, 0.369205449392, 123.532787271] 4.58093235601
2443 [26.0, 26.0, 0.000133828866416, 0.00462726557129, 0.00462726540243, 0.365496017379, 453.193911093] 4.36410649646
123 [21.0, 21.0, 0.000136420457944, 0.000403239720215, 0.000403242415169, 0.355614266843, 317.291929145] 4.31930169823
2654 [158.0, 158.0, 0.00039851892623, 0.0664756133116, 0.0664755851905, 0.412124923454, 2501.38075811] 4.22503495567
2797 [29.0, 29.0, 0.000157362552871, 0.000131916791264, 0.000131920782817, 0.363652737752, 178.979990737] 4.19750244219
1980 [64.0, 64.0, 0.000297855370268, 0.00139613658371, 0.00139614632491, 0.384168965845, 2758.31935933] 4.17094725599
2850 [39.0, 39.0, 0.000180056272155, 0.000315564620144, 0.000315579712823, 0.3834029624, 591.122737267] 4.16599309344
749 [7.0, 7.0, 7.66856012503e-05, 4.94373898795e-05, 4.94383863166e-05, 0.339556004036, 210.249311972] 4.12940772021
2300 [125.0, 125.0, 0.000344688648319, 0.0470499979949, 0.0470499743388, 0.395030326746, 1338.05650506] 4.03990914387
413 [24.0, 24.0, 0.000144533939385, 0.000555258790793, 0.000555264782608, 0.355739582416, 605.519160111] 4.02818618265
911 [6.0, 6.0, 6.56212000836e-05, 5.71423520628e-05, 5.71571372328e-05, 0.366591012256, 143.808286631] 4.00025489581
3811 [6.0, 6.0, 6.77159581813e-05, 0.000472202458546, 0.000472206786993, 0.354024197791, 169.761002051] 3.99942357547
1595 [41.0, 41.0, 0.000191205739909, 0.000237824263326, 0.000237863556662, 0.379083740143, 184.163526631] 3.93364139192
